docs,label
"['course', 'direct', 'access', 'nokia', 'ovi', 'store', 'lot', 'fun', 'download', 'favorite', 'medium']",1
"['share', '14,747,084', 'hold', 'company', 'number', 'outstanding', 'share', 'voting', 'right', 'attach', 'share', '161,256,847']",1
"['oka', 'specialise', 'new', 'construction', 'renovation', 'work', 'residential', 'non', 'residential', 'building', 'premise', 'industrial', 'logistical', 'use']",1
"['okmetic', 'board', 'director', 'decide', 'new', 'share', 'ownership', 'program', 'direct', 'company', 'management']",1
"['okmetic', 'silicon', 'wafer', 'processing', 'chain', 'produce', 'end', 'product', 'improve', 'human', 'interaction', 'quality', 'life']",1
"['outotec', 'headquarter', 'espoo', 'finland', 'lead', 'provider', 'process', 'solution', 'technology', 'service', 'mining', 'metallurgical', 'industry']",1
"['panostaja', 'headquarter', 'tampere', 'finland', 'investment', 'company', 'focus', 'small', 'medium', 'sized', 'finnish', 'company', 'operate', 'traditional', 'industry']",1
"['performance', 'base', 'value', 'sustainability']",1
"['pertti', 'ervi', 'independent', 'company', 'major', 'shareholder']",1
"['inform', 'ir', 'johanna', 'koskinen', 'participation', 'later', '20', 'april', '10', 'a.m.', 'telephone', 'conference', 'financial', 'analyst', 'investor', 'conduct', 'english', 'begin', '300', 'p.m.', 'finnish', 'time', 'eet']",1
"['previously', 'plant', 'expect', 'complete', 'end', '2008']",1
"['production', 'plant', 'base', 'neste', 'oil', 'proprietary', 'technology', 'use', 'flexible', 'input', 'vegetable', 'oil', 'animal', 'fat']",1
"['prothious', 'engineering', 'www.prothious.com', 'employ', '1,000', 'large', 'portfolio', 'project', 'annual', 'detailing', 'capacity', '100,000', 'tonne']",1
"['qpr', 'product', 'family', 'fully', 'compatible', 'microsoft', 'window', '7', 'operating', 'system']",1
"['rapala', 'aim', 'distribution', 'unit', 'ragot', 'loudeac', 'bretagne', 'distribution', 'unit', 'waterqueen', 'fishing', 'line', 'supplier', 'tortue', 'saint', 'marcel', 'central', 'france', 'morvillar']",1
"['rapala', 'tournament', 'fishing', ' ', 'major', 'title', 'holiday', 'bargain', 'price', 'game', 'rapala', 'aim', 'small', 'audience']",1
"['rfid', 'radio', 'frequency', 'identification', 'method', 'intelligent', 'transport', 'information', 'read', 'save', 'remotely']",1
"['sanoma', 'executive', 'committee', 'accordance', 'company', 'article', 'association', 'prepare', 'proposal', 'matter', 'decide', 'note', 'board', 'director']",1
"['sarantel', 'base', 'wellingborough', 'uk', 'design', 'high', 'performance', 'antenna', 'portable', 'wireless', 'device']",1
"['share', 'acquire', 'accordance', 'section', '5', 'rule', 'nasdaq', 'omx', 'helsinki', 'rule', 'applicable', 'acquisition', 'share']",1
"['succeed', 'krister', 'kylas', 'decide', 'leave', 'teliasonera']",1
"['shuweihat', '2', 'way', 'july', '2008', 'project', 'award', 'desalination', 'power', 'contractor']",1
"['simmon', 'elect', 'dcuc', 'chairman', 'portsmouth', 'n.h.-gordon', 'a.', 'simmons', 'ceo', 'service', 'credit', 'union', 'elect', 'chairman', 'defense', 'credit', 'union', 'council', '2007', '2008', 'term']",1
"['stock', 'exchange', 'release', '1032011', '1200', 'sanoma', 'publish', 'annual', 'report', 'financial', 'statement', '2010', 'corporate', 'responsibility', 'report']",1
"['stockholm', 'base', 'nordea', 'bank', 'sto', ' ', 'nda', 'yesterday', 'hire', 'casper', 'von', 'koskull', 'lead', 'corporate', 'merchant', 'banking', 'capital', 'market', 'unit', 'effective', '1', 'september']",1
"['strategic', 'operational', 'business', 'information', 'objectively', 'report']",1
"['swedish', 'finnish', 'danish', 'list', 'company', 'organize', 'market', 'cap', 'segment', 'nordic', 'large', 'cap', 'mid', 'cap', 'small', 'cap']",1
"['symphony', 'service', 'provide', 'development', 'service', 'aldata', 'gold']",1
"['tekla', 'provide', '3d', 'software', 'building', 'infrastructure', 'engineering', 'focus', 'build', 'information', 'modelling', 'steel', 'concrete', 'structure', 'design', 'construction']",1
"['teleste', 'hybrid', 'tv', 'solution', 'include', 'component', 'process', 'deliver', 'video', 'service', 'consumer', 'content', 'acquisition', 'service', 'creation', 'delivery', 'range', 'access', 'solution', 'include', 'hfc', 'hybrid', 'fibre', 'coaxial', 'xdsl', 'etth', 'ftth']",1
"['agreement', 'valid', 'year']",1
"['alliance', 'aim', 'tap', 'pocketable', 'mobile', 'computer', 'netbook', 'tablet', 'mediaphone', 'connect', 'tv', 'vehicle', 'infotainment', 'system']",1
"['availability', 'internet', 'service', 'highlight', 'service', 'offer', 'kesko', 'k', 'group', 'store']",1
"['broker', 'start', 'upm', 'kymmene', 'stora', 'enso', 'sappi', '`', 'equal', 'weight', 'recommendation', 'holman', 'norske', 'skog', '`', 'underweight', 'rating']",1
"['building', 'complex', 'consist', 'high', 'quality', 'office', 'retail', 'space', 'total', '49,200', 'square', 'metre', 'company']",1
"['business', 'sale', 'euro', '35', 'million', '$', '44million', 'responsible', 'sale', 'marketing', 'lanxess', 'paper', 'chemical', 'business', 'kemira', 'buy', 'euro', '88', 'million', 'early', 'year', 'cw', 'jan', '11', 'p.', '22']",1
"['business', 'section', 'include', 'ahlstrom', 'sustainability', 'report']",1
"['center', 'offer', 'comprehensive', 'range', 'device', 'design', 'service', 'span', 'electronic', 'mechanic', 'software', 'design', 'range', 'test', 'laboratory', 'service']",1
"['commission', 'hydrogen', 'peroxide', 'pbs', 'market', 'worth', '470', 'million', 'euro', '2000']",1
"['company', 'design', 'manufacture', 'market', 'high', 'quality', 'clothing', 'interior', 'decoration', 'textile', 'bag', 'accessory']",1
"['company', 'design', 'manufacture', 'high', 'quality', 'clothing', 'interior', 'decoration', 'textile', 'bag', 'accessory']",1
"['company', 'deliver', 'technical', 'infrastructure', 'use', 'nav', 'data', 'warehouse', 'business', 'intelligence', 'initiative']",1
"['company', 'withdraw', 'second', 'eur', '7.2', 'mn', 'investment', 'commitment']",1
"['company', 'presently', 'examine', 'project', 'financially', 'feasible']",1
"['company', 'study', 'feasibility', 'focus', 'process', 'meat', 'production', 'vantaa', 'facility', 'processing', 'fresh', 'meat', 'forssa', 'facility']",1
"['company', 'shareholder', 'able', 'vote', 'agreement', 'egm', 'schedule', 'later', 'month']",1
"['company', 'specialise', 'temporary', 'electrification', 'heating', 'construction', 'site']",1
"['competition', 'receive', 'great', 'enthusiasm', 'employee']",2
"['cooperation', 'involve', 'arena', 'partner', 'buy', '35', 'share', 'new', 'joint', 'venture', 'company', 'operate', 'alma', 'medium', 'home', 'sale', 'vehicle', 'consumer', 'advertising', 'marketplace', 'business']",1
"['delivery', 'start', 'april', '2006', 'complete', '2007']",1
"['desk', 'reach', 'plan', 'strength', 'person', 'autumn', '2007']",1
"['dividend', 'payable', 'february', '1', '2010', 'shareholder', 'record', 'january', '19', '2010']",1
"['eur', '0.7', 'million', 'non', 'recurring', 'expense', 'record', 'quarter']",1
"['event', 'follow', 'line', 'orion', 'finnish', 'homepage', 'www.orion.fi', 'kauppalehti', 'live', 'web', 'service', 'www.kauppalehti.filive']",1
"['extraordinary', 'general', 'meeting', 'expect', 'place', 'later', '18', 'february', '2011']",1
"['installment', 'cinema', 'series', 'conclude', 'profile', 'finnish', 'inventor', 'olavi', 'linden', 'personal', 'artistic', 'journey', 'work', 'fiskar', 'lead', 'dozen', 'design', 'award']",1
"['project', 'phase', 'expect', 'complete', 'end', '2012']",1
"['group', 'intend', 'relocate', 'warehouse', 'office', 'space', 'loudeac', 'saint', 'marcel', 'morvillar', 'east', 'country', 'operate', 'hook', 'manufacturing', 'distribution', 'unit']",1
"['group', 'operate', 'fleet', '800dwt', 'container', 'capacity', '17,000', 'teus', 'manage', 'diversified', 'fleet', 'railway', 'roll', 'stock', '17,000', 'unit']",1
"['hayward', 'calif.-base', 'target', 'design', 'active', 'casual', 'dress', 'footwear', 'boot', 'sandal']",1
"['important', 'thing', 'bank', 'exist', '15,000', 'customer']",1
"['innova', '2', 'building', 'locate', 'close', 'downtown', 'immediate', 'vicinity', 'paviljonki', 'travel', 'center', 'walking', 'distance', 'heart', 'city', 'thank', 'trade', 'fair', 'bridge']",1
"['interchange', 'editor', 'chief', 'publisher', 'goal', 'enhance', 'job', 'circulation', 'personnel', 'group']",1
"['joint', 'venture', 'plan', 'quick', 'timetable', 'negotiate', 'lease', 'potential', 'wind', 'farm', 'area', 'chart', 'feasibility', 'wind', 'farm']",1
"['kyroskoski', 'investment', 'complete', 'late', '2011', '+', 'ä+ñnekoski', 'investment', 'spring', '2012']",1
"['lemminkainen', 'group', 'headquarter', 'helsinki', 'finland', 'operate', 'sector', 'construction', 'industry', ' ', 'civil', 'engineering', 'building', 'contracting', 'technical', 'building', 'service', 'building', 'material', 'industry']",1
"['lemminkainen', 'group', 'headquarter', 'helsinki', 'finland', 'operate', 'sector', 'construction', 'industry', ' ', 'civil', 'engineering', 'building', 'contracting', 'technical', 'building', 'service', 'building', 'material', 'industry']",1
"['marubeni', 'group', 'focus', 'create', '`', '`', 'value', 'chain', 'upstream', 'downstream', 'encompass', 'wide', 'variety', 'business', 'field', 'include', 'oil', 'gas', 'metal', 'mineral', 'resource', 'food', 'pulp', 'paper', 'chemical']",1
"['interesting', 'export', 'market', 'russia', 'baltic', 'country', 'scandinavia']",1
"['popular', 'mobile', 'datum', 'service', 'email', 'surf', 'internet', 'news', 'weather', 'service']",1
"['new', 'b', 'share', 'carry', 'right', 'dividend', 'shareholder', 'right', 'effect', 'today']",1
"['objective', 'st', 'petersburg', 'office', 'boost', 'company', 'maintenance', 'business']",1
"['office', 'space', 'rise', 'remodel', 'cannon', 'street', 'underground', 'station']",1
"['official', 'opening', 'office', 'locate', 'prague', 'celebrate', '20']",1
"['opportunity', 'available', 'employee']",1
"['order', 'include', 'steel', 'frame', 'load', 'bear', 'roof', 'structure', 'partition', 'wall', 'element', 'rautaruukki', 'expect', 'complete', 'installation', 'early', 'year']",1
"['oxyview', 'pulse', 'oximeter', 'common', 'device', 'check', 'patient', 'blood', 'oxygen', 'saturation', 'level', 'pulse', 'rate']",1
"['plant', 'use', 'palm', 'oil', 'certify', 'roundtable', 'sustainable', 'palm', 'oil', 'rspo']",1
"['port', 'operator', 'favor', 'retain', 'port', 'fee', '2010', 'cite', 'owner', 'governemtn', 'estonia', 'commit', 'port', 'pay', 'eek', '400mn', 'eur', '25.56', 'mn', 'usd', '36.44', 'mn', 'dividend', 'state', '2009', 'eek', '300mn', '2010']",1
"['project', 'expect', 'complete', '2009']",1
"['reason', 'st', 'petersburg', 'status', 'capital', 'participant', 'meeting', 'quote', 'chikunov']",1
"['report', 'provide', 'detailed', 'profile', 'lead', 'european', 'specialty', 'chemical', 'company', 'brief', 'profile', 'major', 'player']",1
"['report', 'profile', '614', 'company', 'include', 'key', 'niche', 'player', 'worldwide', 'black', 'decker', 'corporation', 'fiskar', 'corporation', 'fiskar', 'brand', 'inc', 'husqvarna', 'outdoor', 'products', 'inc', 'k+s', 'group', 'ryobi', 'technology', 'inc', 'scotts', 'miracle', 'gro', 'company', 'van', 'group', 'inc']",1
"['russian', 'government', 'contribute', '20', 'necessary', 'fund']",1
"['sale', 'allow', 'campofrio', 'focus', 'recently', 'announce', 'takeover', 'groupe', 'smithfield', 'holding', 'european', 'unit', 'smithfield', 'foods', 'inc', 'sfd', 'u.s']",1
"['scope', 'project', 'find', 'cost', 'efficient', 'method', 'phosphorous', 'removal', 'deliver', 'storing', 'dosing', 'equipment', 'use', 'continuous', 'operation', 'plant']",1
"['server', 'responsible', 'manage', 'device', 'user', 'account', 'desktop', 'client', 'application', 'enable', 'remote', 'access', 'mobile', 'phone']",1
"['share', 'share', 'capital', 'mention', 'shareholder', 'remain', '5']",1
"['share', 'carry', 'right', 'dividend', 'shareholder', 'right', 'registration', 'finnish', 'trade', 'register']",1
"['share', 'shall', 'repurchase', 'public', 'trading', 'reason', 'share', 'repurchase', 'proportion', 'holding', 'shareholder']",1
"['shipyard', 'hope', 'regional', 'government', 'andalusia', 'offer', 'form', 'financial', 'support']",1
"['subsidiary', 'responsible', 'filter', 'sale', 'local', 'assembly', 'filter', 'market', 'service', 'china']",1
"['total', 'number', 'share', 'company', '585,236,987', 'innofactor', 'group', 'innofactor', 'offer', 'customer', 'comprehensive', 'solution', 'microsoft', 'environment']",1
"['total', 'value', 'project', 'value', 'sek', '30bn', 'eur', '2.83', 'bn', 'usd', '3.81', 'bn']",1
"['trade', 'accordance', 'agreement', 'announce', '26', 'march', '2008']",1
"['transaction', 'expect', 'complete', 'spring']",1
"['truck', 'feature', 'eco', 'drive', 'system', 'fuel', 'measure', 'tool', 'store', 'data', 'particular', 'individual', 'driver']",1
"['writing', 'publication', 'lemmink+ñinen', '¦', 's', 'history', 'continuation', 'early', 'collaboration', 'antti', 'tuuri', 'company']",1
"['product', 'include', 'personal', 'communication', 'product', 'mobile', 'phone', 'home', 'communication', 'product', 'set', 'box', 'electronic', 'flat', 'panel', 'tv', 'communication', 'network', 'product', 'base', 'station', 'tower', 'amplifier', 'microwave', 'system']",1
"['race', 'google', 'lot', 'user', 'service', 'social', 'networking', 'create', 'new', 'business', 'model', 'martin', 'garner', 'london', 'base', 'analyst', 'ccs', 'insight']",1
"['group', 'balance', 'sheet', 'eur25', '.8', 'm', 'goodwill', 'company', 'add']",1
"['check', 'bid', 'deka', 'showroom', 'fortitude', 'valley']",1
"['uponor', 'maintain', 'year', 'guidance', '2010']",1
"['utah', 'capital', 'want', 'u.s', 'headquarters', 'amer', 'sports', 'corp', 'ski', 'equipment', 'company']",1
"['pleased', 'invite', 'join', 'm', 'real', 'international', 'conference', '300', 'p.m.', 'eet']",1
"['veracel', 'prepare', 'appeal', 'issue', 'ask', 'court', 'clarification', 'judgement']",1
"['like', 'change', 'nokia', 'attempt']",1
"['complete', '120', 'meter', 'watchtower', 'high', 'building', 'ireland']",1
"['viking', 'pay', 'eur', '130', 'million', 'new', 'ship', 'complete', 'january', '2008']",1
"['www.countryelements.co.uk', 'design', 'patricia', 'burt', 'selection', 'distinctive', 'hooked', 'rug', 'create', 'recycle', 'material', 'dye', 'natural', 'dye']",1
"['warmly', 'welcome']",1
"['approval', 'shareholder', 'cencorp', 'accordance', 'finnish', 'law']",1
"['assa', 'abloy', 'kaupthing', 'bank', '`', 'neutral', 'recommendation', 'share', 'price', 'target', '174', 'crown', '$', '24.7', '19', 'euro', 'swedish', 'lock', 'maker', 'assa', 'abloy', 'ab']",1
"['`', '`', 'defence', 'mature', 'attacker', 'develop', 'trojan', 'equip', 'content', 'filter', 'detect', 'online', 'banking', 'activity', 'capture', 'account', 'detail', 'use', 'method', 'form', 'grab', 'screen', 'shot', 'video', 'capture', 'keylogging', 'injection', 'form', 'field']",1
"['`', '`', 'aim', 'understand', 'different', 'traffic', 'pattern', 'base', 'use', 'building']",1
"['`', '`', 'approach', 'use', 'raw', 'material', 'produce', 'line', 'principle', 'sustainable', 'development']",1
"['`', '`', 'vaalipalvelu', 'service', 'especially', 'develop', 'use', 'community', 'organization']",1
"['`', '`', 'social', 'networking', 'location', 'base', 'service', 'trend', 'comprise', 'significant', 'share', 'internet', 'traffic', 'today', 'appeal', 'mid', 'user']",1
"['`', '`', 'chf', 'great', 'product']",2
"['`', '`', 'industry', 'come', 'interesting', 'fork', 'road', 'handset', 'manufacturer', 'wireless', 'carrier', 'attempt', 'serve', 'portal', 'web', 'base', 'service', 'wireless', 'handset', 'write']",1
"['`', '`', 'intel', 'atom', 'processor', 'tremendous', 'success', 'marketplace', 'launch', '2', 'year', 'ago', 'pankaj', 'kedia', 'director', 'global', 'ecosystem', 'program', 'intel', 'corp', 'ultra', 'mobility', 'group']",2
"['`', '`', 'new', 'version', 'important', 'introduce', 'bim', 'process', 'base', 'detailed', 'building', 'information', 'model']",1
"['1830', 'dinner', 'conference', 'program', 'view', 'live', 'audio', 'webcast', 'internet', 'page', 'www.citycon.com']",1
"['cut', 'bring', 'outdoor', 'birch', 'branch', 'coaster']",1
"['downloadable', 'instruction', 'sheet', 'instructional', 'video', 'project', 'idea', 'award', 'win', 'punch', 'tm', 'window', 'system', 'find', 'www.fiskars.com']",1
"['plumbing', 'business', 'announce', 'sponsor', 'professional', 'dart', 'player']",1
"['a.', 'le', 'coq', 'special', 'develop', 'bicentenary', 'company', 'trade', 'mark', 'brewer']",1
"['estimation', 'indicate', '170', 'different', 'tablet', 'computer', 'reading', 'device', 'available', '2011']",1
"['pilot', 'instrument', 'far', 'develop', 'accord', 'experience', 'gain']",1
"['noticeable', 'thing', 'search', 'tata', 'airtel', 'brand', 'relate', '`', 'broadband', 'connection']",1
"['aspo', 'investigate', 'sale', 'opportunity', 'kaukomarkkinat', 'electronics', 'business']",1
"['beginning', 'subscription', 'period', '2', '2006', 'share', 'subscription', 'price', 'b', 'option', 'right', 'eur', '10.22', 'share']",1
"['tikkurila', 'owner', 'finnish', 'chemical', 'company', 'kemira', 'oyj', 'hel', ' ', 'kra1v', 'distribute', '86', 'stake', 'kemira', 'shareholder', 'facilitate', 'divestment', 'listing', 'tikkurila']",1
"['base', 'negotiation', 'personnel', '20', 'indicate', 'willingness', 'new', 'location']",1
"['mr', 'walden', 'mr', 'ignatius', 'responsible', 'newspaper', 'business', 'result']",1
"['capitex', 'kalmar', 'continue', 'responsible', 'maintenance', 'technical', 'development', 'service']",1
"['change', 'build', 'model', 'design', 'communicate', 'subcontractor', 'accommodate', 'steel', 'grc', 'glass', 'reinforce', 'concrete', 'fabrication', 'process']",1
"['currently', 'yit', 'build', 'housing', 'estate', 'zapadnye', 'vorota', '26,000', 'square', 'metre', 'city', 'house', '9,910', 'square', 'metre', 'complete', 'end', '2009']",1
"['customer', 'wide', 'range', 'industry', 'use', 'stainless', 'steel', 'service', 'worldwide']",1
"['demonstration', 'broad', 'capability', 'mobility', 'business', 'suite', 'organize', '3gsm', 'world', 'congress', 'barcelona', 'february', '12th', '15th']",1
"['option', 'right', 'entitle', 'holder', 'subscribe', 'new', 'share', 'subscription', 'price', 'eur0', '.045', 'subscription', 'period', 'end', '31', 'december', '2013']",1
"['elite', 'residence', 'tower', 'new', 'development', 'tameer', 'locate', 'heart', 'dubai', 'marina']",1
"['europe', 'need', '17', 'new', 'large', 'paper', 'machine']",1
"['exel', 'want', 'serve', 'industrial', 'customer', 'individual', 'product']",1
"['finnish', 'bank', 'pohjola', 'bank', 'plc', 'hel', ' ', 'poh1s', 'today', 'issue', 'eur', '40', 'million', 'usd', '51.2', 'm', 'index', 'link', 'bond', 'pohjola', 'tutkimuksen', 'tahdet', 'viii-2010', 'pohjola', 'research', 'star', 'viii-2010', 'october', '27', '2010']",1
"['finnish', 'retailer', 'stockmann', 'win', 'approval', 'board', 'swedish', 'rival', 'lindex', 'public', 'tender', 'offer', 'aim', 'expand', 'company', 'presence', 'russia', 'cee', 'country', 'stockmann', 'monday']",2
"['merisatama', 'far', 'corner', 'world', 'asfaltti', 'osakeyhti+â', 'lemmink+ñinen', 'establish', '1910', 'group', 'master', 'builder', 'helsinki', 'specialist', 'business', 'subcontractor']",1
"['f', 'secure', 'developer', 'security', 'solution', 'service', 'internet', 'service', 'provider', 'mobile', 'operator', 'announce', 'result', 'annual', 'online', 'wellbeing', 'survey']",1
"['furthermore', 'company', 'sell', 'warehouse', 'office', 'building', 'loudeac', 'saint', 'marcel', 'lease', 'new', 'joint', 'premise', 'operation', 'morvillar']",1
"['handelsbanken', 'rank', 'local', 'cooperative', 'bank', 'aktia', 'customer', 'loyalty', 'time']",2
"['rest', 'comfortably', 'look', 'forward', 'work']",1
"['employee', 'leave', 'company', 'duration', 'cover', 'money', 'invest', 'ensure', 'commitment', 'return', 'company']",1
"['2008', 'kemira', 'record', 'revenue', 'approximately', 'eur', '2.8', 'billion', 'staff', '9,400']",1
"['accordance', 'term', 'condition', 'alma', 'media', '2006', 'option', 'program', 'share', 'subscription', 'price', '2006a', 'option', 'right', 'eur', '4.88', 'share', 'book', 'countervalue', 'eur', '0.60', 'share']",1
"['addition', 'supply', 'new', 'headbox', 'modern', 'sizing', 'coating', 'unit', 'vaahto', 'group', 'provide', 'erection', 'supervision', 'training', 'start', 'service']",1
"['penttil+ñ', 'vision', 'important', 'reason', 'transaction', 'russia']",1
"['stead', 'base', 'soft', 'drink', 'usual', 'teho', 'energy', 'drink', 'fresh', 'water']",1
"['baltic', 'merger', 'business', 'expect', 'complete', 'early', '2008']",1
"['video', 'marimekko', 'design', 'manager', 'noora', 'niiininoski', 'explain', 'brand', 'natural', 'fit', 'timeless', 'style']",1
"['confirm', 'earning', 'guidance', '2009', 'issue', 'report', '2008']",1
"['hand', 'paint', 'resin', 'real', '14', '0', 'treble', '75', 'cm', 'long', '25', 'cm', 'deep', 'middle', 'hook']",1
"['development', 'world', 'class', 'magnetite', 'deposit', 'karara', 'know', 'potential', '30', 'million', 'metric', 'ton', 'annual', 'processing', 'magnetite', 'estimate', '30', 'year', 'life']",1
"['smartphone', 'run', 'maemo', '5', 'replace', 'meego', 'joint', 'project', 'nokia', 'intel', 'open', 'source', 'community']",1
"['operate', 'distinct', 'brand', ' ', 'united', 'supermarket', 'market', 'street', 'united', 'supermercado']",1
"['kaupthing', 'bank', 'publish', 'annual', 'result', '2007', 'market', 'open', 'thursday', '31', 'january']",1
"['london', 'afx', 'uk', 'european', 'broker', 'recommendation', 'issue', 'today', 'collate', 'afx', 'news', 'range', 'market', 'source']",1
"['fine', 'print']",1
"['m.', 'master', 'business', 'administration', 'mba']",1
"['80', 'special', 'event', 'county', 'month', 'host', 'library', 'system', 'branch', 'library']",1
"['ms', 'laakso', 'responsible', 'hkscan', 'hr', 'function', 'development', 'group', '`', 'smarket', 'area']",1
"['new', 'delhi', 'july', '17', 'sahlberg', 'teppo', 'kallio', 'timo', 'mustonen', 'tuoma', 'm', 'real', 'oyj', 'espoo', 'finland', 'develop', 'novel', 'marking', 'method', 'produce']",1
"['nokia', 'siemen', 'network', 'provide', 'mobile', 'fix', 'network', 'infrastructure', 'communication', 'network', 'service', 'platform', 'professional', 'service', 'operator', 'service', 'provider']",1
"['share', '29,659,239', 'hold', 'company', 'group', 'company', 'number', 'outstanding', 'share', 'voting', 'right', 'attach', 'share', '322,705,218']",1
"['outotec', 'scope', 'delivery', 'cover', 'engineering', 'supply', 'special', 'equipment', 'service', 'calcination', 'plant', 'circulate', 'fluid', 'bed', 'calciner']",1
"['outotec', 'scope', 'delivery', 'include', 'design', 'basic', 'engineering', 'supply', 'proprietary', 'equipment', 'sinter', 'plant', 'grate', 'area', '496', 'square', 'meter']",1
"['participant', 'book', 'discussion', 'special', 'event', 'visitor', 'car', 'dealership', 'eligible', 'enter', 'drawing', '2005', 'silver', 'door', 'altima']",1
"['peigs', 'www.peigs.se', 'sardus', 'latta', 'maltider', 'light', 'meal', 'unit']",1
"['pharmaceuticals', 'czech', 'republic', 'brand', 'new', 'market', 'analysis', 'clear', 'overview', 'actual', 'situation', 'future', 'outlook', 'pharmaceutical', 'market', 'czech', 'republic']",1
"['pharmaceutical', 'netherlands', 'brand', 'new', 'market', 'analysis', 'clear', 'overview', 'actual', 'situation', 'future', 'outlook', 'pharmaceutical', 'market', 'netherlands']",1
"['pharmaceuticals', 'poland', 'brand', 'new', 'market', 'analysis', 'clear', 'overview', 'actual', 'situation', 'future', 'outlook', 'pharmaceutical', 'market', 'poland']",1
"['pharmaceuticals', 'spain', 'brand', 'new', 'market', 'analysis', 'clear', 'overview', 'actual', 'situation', 'future', 'outlook', 'pharmaceutical', 'market', 'spain']",1
"['product', 'coverage', ' ', 'bake', 'good', 'biscuit', 'breakfast', 'cereal', 'datum', 'coverage', ' ', 'market', 'size', 'historic', 'forecast', 'company', 'share', 'brand', 'share', 'distribution', 'datum']",1
"['quality', 'charger', 'chargz', 'brand', 'sell', 'select', 'retail', 'store', 'sale', 'location', 'world', 'wide']",1
"['rapala', 'vmc', 'corporation', 'rapala', 'lead', 'fishing', 'tackle', 'sporting', 'good', 'manufacturer', 'distributor', 'main', 'owner', 'peltonen', '80', 'shareholding']",1
"['report', 'accordance', 'merged', 'business', 'operation', 'start', 'january', '1', '2011']",1
"['rushydro', 'agreement', 'transfer', 'stake', 'oesk', 'ercs', 'trust', 'management', 'inter', 'rao']",1
"['russia', 'want', 'utilise', 'huge', 'forest', 'reserve', 'different', 'way', 'far']",1
"['s', 'group', 'loyal', 'customer', 'magazine', 'yhteishyv+ñ', 'come', 'second', '1,629,000', 'reader', 'sanoma', 'corporation', 'daily', 'newspaper', 'helsingin', 'sanomat', '1,097,000', 'reader']",1
"['scopi', 'chief', 'business', 'excellence', 'officer', 'eng']",1
"['seppala', 'transfer', 'sale', 'great', 'extent', 'year', 'february', 'reflect', 'january', 'sale', 'figure']",1
"['subject', 'matter', 'invention', 'furthermore', 'use', 'cyclone', 'separate', 'partly', 'molten', 'particle']",1
"['cue', 'playbook', 'east', 'dillon', 'lion', 've', 'create', 'special', 'team', 'heavy', 'hit', 'style', 'player', 'boot', 'cut', 'jean', 'tummy', 'course', 'cowboy', 'boot']",1
"['tekla', 'defense', 'business', 'employ', '20', 'person', 'locate', 'espoo', 'finland']",1
"['tekla', 'organize', 'information', 'meeting', 'analyst', 'medium', 'wtc', 'helsinki', 'marski', 'meeting', 'room', 'aleksanterinkatu', '17', 'day', '1230', '130', 'p.m.', 'light', 'lunch', 'serve']",1
"['aim', 'develop', 'open', 'source', 'application', 'solution']",1
"['annual', 'general', 'meeting', 'approve', 'dividend', 'eur', '0.10', 'share', 'total', 'eur', '7,8', 'million']",1
"['annual', 'general', 'meeting', 'approve', 'yearly', 'remuneration', 'member', 'board', 'director', 'shall', 'remain', 'eur', '40.000', 'chairman', 'board', 'eur', '30.000', 'deputy', 'chairman', 'board', 'eur', '20.000', 'member', 'board']",1
"['board', 'machine', 'wire', 'width', '6.25', 'm', 'design', 'speed', '900', 'm', 'min', 'produce', 'close', '1,400', 'tonne', 'fold', 'boxboard', 'day']",1
"['board', 'director', 'propose', 'dividend', 'eur0', '.20', 'outstanding', 'share', 'pay']",1
"['change', 'holding', 'accordance', 'chapter', '2', 'section', '9', 'finnish', 'security', 'market', 'act', 'describe']",1
"['company', 'appoint', 'leif', 'rosen', 'head', 'special', 'plate', 'unit', 'include', 'quarto', 'plate', 'unit', 'degerfor', 'sweden', 'new', 'castle', 'usa', 'unit', 'willich', 'germany', 'pressplate', 'prefab', 'avesta', 'plate', 'service', 'centre', 'nordic', 'degerfor']",1
"['company', 'design', 'manufacture', 'market', 'advanced', 'composite', 'product', 'industrial', 'application', 'consumer', 'good', 'cross', 'country', 'alpine', 'nordic', 'walk', 'pole', 'floorball', 'stick', 'antenna', 'radome']",1
"['company', 'hope', 'new', 'plant', 'stream', 'end', '2008']",1
"['company', 'state', 'finland', 'european', 'aeronautic', 'defense', 'space', 'company', 'ead', 'n.v', 'tekla', 'international', 'software', 'company', 'provide', 'solution', 'building', 'construction', 'energy', 'distribution', 'municipality']",1
"['company', 'pledge', 'new', 'software', 'render', 'e', 'mail', 'document', 'appear', 'desktop', 'computer']",1
"['company', 'offshore', 'segment', 'represent', '43', 'total', 'marine', 'engine', 'order', 'july', 'september', '2010', 'period', 'merchant', '33', 'special', 'vessel', '18', 'cruise', 'ferry', 'ship', 'design', '2', '3', 'respectively']",1
"['company', 'currently', 'french', 'distribution', 'unit', 'ragot', 'locate', 'loudeac', 'normandy', 'distribution', 'unit', 'waterqueen', 'line', 'supplier', 'tortue', 'saint', 'marcel', 'mid', 'france', 'hook', 'manufacturing', 'unit', 'vmc', 'hook', 'distribution', 'unit', 'vmc', 'europe', 'morvillar']",1
"['construction', 'large', 'woodworking', 'facility', 'sheksna', 'district', 'vologda', 'region', 'northwest', 'russia', 'begin', '2009', 'plant', 'start', 'production', '2011']",1
"['contract', 'consist', 'new', 'building', 'area', '18,000', 'sq', 'm', 'renovation', 'exist', 'building']",1
