sentence,label,cleaned title,docs,entities
"( ADP News ) - Oct 31 , 2008 - Finnish food company Raisio Oyj ( OMX : RAIVV ) said today that its net profit jumped to EUR 16.4 million ( USD 20.9 m ) for the first nine months of 2008 from EUR 1.1 million for the same period of 2",2,"( adp news ) - oct 31 , 2008 - finnish food company raisio oyj ( omx  raivv ) said today that its net profit jumped to eur 16.4 million ( usd 20.9 m ) for the first nine months of 2008 from eur 1.1 million for the same period of 2","['adp', 'news', 'oct', '31', '2008', 'finnish', 'food', 'company', 'raisio', 'oyj', 'omx', ' ', 'raivv', 'today', 'net', 'profit', 'jump', 'eur', '16.4', 'million', 'usd', '20.9', 'm', 'month', '2008', 'eur', '1.1', 'million', 'period', '2']",adp news oct 31 2008 finnish food company raisio oyj omx   raivv today net profit jump eur 16.4 million usd 20.9 m month 2008 eur 1.1 million period 2
"( ADP News ) - Sep 30 , 2008 - Finnish security and privacy software solutions developer Stonesoft Oyj said today that it won a USD 1.9 million ( EUR 1.3 m ) order to deliver its StoneGate network security products to an unnamed Russian te",2,"( adp news ) - sep 30 , 2008 - finnish security and privacy software solutions developer stonesoft oyj said today that it won a usd 1.9 million ( eur 1.3 m ) order to deliver its stonegate network security products to an unnamed russian te","['adp', 'news', 'sep', '30', '2008', 'finnish', 'security', 'privacy', 'software', 'solution', 'developer', 'stonesoft', 'oyj', 'today', 'win', 'usd', '1.9', 'million', 'eur', '1.3', 'm', 'order', 'deliver', 'stonegate', 'network', 'security', 'product', 'unnamed', 'russian', 'te']",adp news sep 30 2008 finnish security privacy software solution developer stonesoft oyj today win usd 1.9 million eur 1.3 m order deliver stonegate network security product unnamed russian te
"Meanwhile , Electrowatt-Ekono Philippines , Inc. was also awarded a three-year operation and maintenance ( O&M ) contract by FR Cement Corporation .",2,"meanwhile , electrowatt-ekono philippines , inc. was also awarded a three-year operation and maintenance ( o&m ) contract by fr cement corporation .","['electrowatt', 'ekono', 'philippines', 'inc', 'award', 'year', 'operation', 'maintenance', 'o&m', 'contract', 'fr', 'cement', 'corporation']",electrowatt ekono philippines inc award year operation maintenance o&m contract fr cement corporation
"Meanwhile , Nokia said that it will be able to deliver a complete range of services from deployment operations to consulting and integration to managed services as a result of the buyout .",2,"meanwhile , nokia said that it will be able to deliver a complete range of services from deployment operations to consulting and integration to managed services as a result of the buyout .","['nokia', 'able', 'deliver', 'complete', 'range', 'service', 'deployment', 'operation', 'consulting', 'integration', 'manage', 'service', 'result', 'buyout']",nokia able deliver complete range service deployment operation consulting integration manage service result buyout
"Nevertheless , Fitch notes that the business fundamentals of the three banks currently remain sound .",2,"nevertheless , fitch notes that the business fundamentals of the three banks currently remain sound .","['fitch', 'note', 'business', 'fundamental', 'bank', 'currently', 'remain', 'sound']",fitch note business fundamental bank currently remain sound
"Nokia controls more than 50 percent of phone sales in India and Africa , and has a strong prosition on most other emerging markets .",2,"nokia controls more than 50 percent of phone sales in india and africa , and has a strong prosition on most other emerging markets .","['nokia', 'control', '50', 'percent', 'phone', 'sale', 'india', 'africa', 'strong', 'prosition', 'emerge', 'market']",nokia control 50 percent phone sale india africa strong prosition emerge market
NORDIC BUSINESS REPORT-26 June 2006-Metso Corporation wins EUR50m equipment order in Australia -® 1998-2006 M2 COMMUNICATIONS LTD The Finnish engineering and technology group Metso Corporation said on Monday ( 26 June ) that it has received a EUR50m equipment order in Australia .,2,nordic business report-26 june 2006-metso corporation wins eur50m equipment order in australia -® 1998-2006 m2 communications ltd the finnish engineering and technology group metso corporation said on monday ( 26 june ) that it has received a eur50m equipment order in australia .,"['nordic', 'business', 'report-26', 'june', '2006', 'metso', 'corporation', 'win', 'eur50', 'm', 'equipment', 'order', 'australia', '®', '1998', '2006', 'm2', 'communications', 'ltd', 'finnish', 'engineering', 'technology', 'group', 'metso', 'corporation', 'monday', '26', 'june', 'receive', 'eur50', 'm', 'equipment', 'order', 'australia']",nordic business report-26 june 2006 metso corporation win eur50 m equipment order australia ® 1998 2006 m2 communications ltd finnish engineering technology group metso corporation monday 26 june receive eur50 m equipment order australia
"Of the sales price , a sales gain of some 3.1 mln euro ( $ 4.5 mln ) will be recognized in Incap 's earnings for 2007 .",2,"of the sales price , a sales gain of some 3.1 mln euro ( $ 4.5 mln ) will be recognized in incap 's earnings for 2007 .","['sale', 'price', 'sale', 'gain', '3.1', 'mln', 'euro', '$', '4.5', 'mln', 'recognize', 'incap', 'earning', '2007']",sale price sale gain 3.1 mln euro $ 4.5 mln recognize incap earning 2007
Outotec 's net profit for the second quarter of 2007 jumped to 16.8 mln euro ( $ 23.1 mln ) from 4.6 mln euro ( $ 6.3 mln ) a year ago .,2,outotec 's net profit for the second quarter of 2007 jumped to 16.8 mln euro ( $ 23.1 mln ) from 4.6 mln euro ( $ 6.3 mln ) a year ago .,"['outotec', 'net', 'profit', 'second', 'quarter', '2007', 'jump', '16.8', 'mln', 'euro', '$', '23.1', 'mln', '4.6', 'mln', 'euro', '$', '6.3', 'mln', 'year', 'ago']",outotec net profit second quarter 2007 jump 16.8 mln euro $ 23.1 mln 4.6 mln euro $ 6.3 mln year ago
"Pioneer Library System was one of 127 libraries , municipalities , arts , culture and higher education and science organizations to have been awarded grants to participate in The Big Read , the largest federal reading program in U.S. history .",2,"pioneer library system was one of 127 libraries , municipalities , arts , culture and higher education and science organizations to have been awarded grants to participate in the big read , the largest federal reading program in u.s. history .","['pioneer', 'library', 'system', '127', 'library', 'municipality', 'art', 'culture', 'high', 'education', 'science', 'organization', 'award', 'grant', 'participate', 'big', 'read', 'large', 'federal', 'reading', 'program', 'u.s', 'history']",pioneer library system 127 library municipality art culture high education science organization award grant participate big read large federal reading program u.s history
Pretax profit jumped to EUR 21.9 million from EUR 3.1 million .,2,pretax profit jumped to eur 21.9 million from eur 3.1 million .,"['pretax', 'profit', 'jump', 'eur', '21.9', 'million', 'eur', '3.1', 'million']",pretax profit jump eur 21.9 million eur 3.1 million
"Profitability ( EBIT % ) was 13.9 % , compared to 13.1 % in the previous-year period .",2,"profitability ( ebit % ) was 13.9 % , compared to 13.1 % in the previous-year period .","['profitability', 'ebit', '13.9', 'compare', '13.1', 'previous', 'year', 'period']",profitability ebit 13.9 compare 13.1 previous year period
Raute Corporation has received orders worth over EUR 12 million from OOO Ilim Bratsk DOK in Russia .,2,raute corporation has received orders worth over eur 12 million from ooo ilim bratsk dok in russia .,"['raute', 'corporation', 'receive', 'order', 'worth', 'eur', '12', 'million', 'ooo', 'ilim', 'bratsk', 'dok', 'russia']",raute corporation receive order worth eur 12 million ooo ilim bratsk dok russia
"Recovery has been evident in the liquid handling business , particularly in areas outside Europe and primarily in North America and Asia .",2,"recovery has been evident in the liquid handling business , particularly in areas outside europe and primarily in north america and asia .","['recovery', 'evident', 'liquid', 'handling', 'business', 'particularly', 'area', 'outside', 'europe', 'primarily', 'north', 'america', 'asia']",recovery evident liquid handling business particularly area outside europe primarily north america asia
"Sales improved to SEK 1,553 mn , compared with SEK 1,408 mn .",2,"sales improved to sek 1,553 mn , compared with sek 1,408 mn .","['sale', 'improve', 'sek', '1,553', 'mn', 'compare', 'sek', '1,408', 'mn']","sale improve sek 1,553 mn compare sek 1,408 mn"
"Savon koulutuskuntayhtyma , Finland based company has awarded contract for specialist agricultural or forestry machinery .",2,"savon koulutuskuntayhtyma , finland based company has awarded contract for specialist agricultural or forestry machinery .","['savon', 'koulutuskuntayhtyma', 'finland', 'base', 'company', 'award', 'contract', 'specialist', 'agricultural', 'forestry', 'machinery']",savon koulutuskuntayhtyma finland base company award contract specialist agricultural forestry machinery
SKF 6 April 2010 - Alandsbanken has given a `` buy '' recommendation on Swedish industrial company SKF AB ( STO : SKF B ) with a share price target of SEK150 .,2,skf 6 april 2010 - alandsbanken has given a `` buy '' recommendation on swedish industrial company skf ab ( sto  skf b ) with a share price target of sek150 .,"['skf', '6', 'april', '2010', 'alandsbanken', '`', '`', 'buy', 'recommendation', 'swedish', 'industrial', 'company', 'skf', 'ab', 'sto', ' ', 'skf', 'b', 'share', 'price', 'target', 'sek150']",skf 6 april 2010 alandsbanken ` ` buy recommendation swedish industrial company skf ab sto   skf b share price target sek150
Sony Ericsson and Nokia dominated the list of best-selling handsets with five models each .,2,sony ericsson and nokia dominated the list of best-selling handsets with five models each .,"['sony', 'ericsson', 'nokia', 'dominate', 'list', 'sell', 'handset', 'model']",sony ericsson nokia dominate list sell handset model
"Speaking to just-drinks today , a spokesperson for Olvi said : `` We have performed very well in all four countries we operate in - namely , Finland , Estonia , Latvia and Lithuania . ''",2,"speaking to just-drinks today , a spokesperson for olvi said  `` we have performed very well in all four countries we operate in - namely , finland , estonia , latvia and lithuania . ''","['speak', 'drink', 'today', 'spokesperson', 'olvi', ' ', '`', '`', 'perform', 'country', 'operate', 'finland', 'estonia', 'latvia', 'lithuania']",speak drink today spokesperson olvi   ` ` perform country operate finland estonia latvia lithuania
Sports equipment sales also progressed well owing to the prolonged winter season .,2,sports equipment sales also progressed well owing to the prolonged winter season .,"['sport', 'equipment', 'sale', 'progress', 'owe', 'prolonged', 'winter', 'season']",sport equipment sale progress owe prolonged winter season
Stockmann MasterCard has widened the scope of this cooperation to Estonia and Latvia .,2,stockmann mastercard has widened the scope of this cooperation to estonia and latvia .,"['stockmann', 'mastercard', 'widen', 'scope', 'cooperation', 'estonia', 'latvia']",stockmann mastercard widen scope cooperation estonia latvia
TELE2 Affarsvarlden gave a `` buy '' recommendation on mobile operator Tele2 AB and a share price target of 142 crowns ( $ 23.54 - 15.19 euro ) .,2,tele2 affarsvarlden gave a `` buy '' recommendation on mobile operator tele2 ab and a share price target of 142 crowns ( $ 23.54 - 15.19 euro ) .,"['tele2', 'affarsvarlden', '`', '`', 'buy', 'recommendation', 'mobile', 'operator', 'tele2', 'ab', 'share', 'price', 'target', '142', 'crown', '$', '23.54', '15.19', 'euro']",tele2 affarsvarlden ` ` buy recommendation mobile operator tele2 ab share price target 142 crown $ 23.54 15.19 euro
That topped consensus forecasts for earnings of 0.21 euros a share .,2,that topped consensus forecasts for earnings of 0.21 euros a share .,"['consensus', 'forecast', 'earning', '0.21', 'euro', 'share']",consensus forecast earning 0.21 euro share
The acquisition of Kaupthing Sverige will bring a significant positive non-recurring addition to the group 's performance .,2,the acquisition of kaupthing sverige will bring a significant positive non-recurring addition to the group 's performance .,"['acquisition', 'kaupthing', 'sverige', 'bring', 'significant', 'positive', 'non', 'recurring', 'addition', 'group', 'performance']",acquisition kaupthing sverige bring significant positive non recurring addition group performance
The acquisition will have an immediate positive impact on Aspocomp 's financial result .,2,the acquisition will have an immediate positive impact on aspocomp 's financial result .,"['acquisition', 'immediate', 'positive', 'impact', 'aspocomp', 'financial', 'result']",acquisition immediate positive impact aspocomp financial result
The amending of the proposal simplifies the proposed plan and increases the incentive for key employees to stay in the Company .,2,the amending of the proposal simplifies the proposed plan and increases the incentive for key employees to stay in the company .,"['amending', 'proposal', 'simplifie', 'propose', 'plan', 'increase', 'incentive', 'key', 'employee', 'stay', 'company']",amending proposal simplifie propose plan increase incentive key employee stay company
"The Australian company Mirabela Nickel has awarded Outokumpu Technology a contract for grinding technology for its nickel sulfide project in Bahia State , Brazil .",2,"the australian company mirabela nickel has awarded outokumpu technology a contract for grinding technology for its nickel sulfide project in bahia state , brazil .","['australian', 'company', 'mirabela', 'nickel', 'award', 'outokumpu', 'technology', 'contract', 'grind', 'technology', 'nickel', 'sulfide', 'project', 'bahia', 'state', 'brazil']",australian company mirabela nickel award outokumpu technology contract grind technology nickel sulfide project bahia state brazil
"The broker has initiated both Palfinger AG and Konecranes OYJ with ` buy ' recommendations , with 51 and 42 eur price targets respectively .",2,"the broker has initiated both palfinger ag and konecranes oyj with ` buy ' recommendations , with 51 and 42 eur price targets respectively .","['broker', 'initiate', 'palfinger', 'ag', 'konecrane', 'oyj', '`', 'buy', 'recommendation', '51', '42', 'eur', 'price', 'target', 'respectively']",broker initiate palfinger ag konecrane oyj ` buy recommendation 51 42 eur price target respectively
The company aims to maintain this trend in profitability during the current year .,2,the company aims to maintain this trend in profitability during the current year .,"['company', 'aim', 'maintain', 'trend', 'profitability', 'current', 'year']",company aim maintain trend profitability current year
The company also said that in Poland a profitability program has been launched at the Oborniki steel frame and sandwich panel plant .,2,the company also said that in poland a profitability program has been launched at the oborniki steel frame and sandwich panel plant .,"['company', 'poland', 'profitability', 'program', 'launch', 'oborniki', 'steel', 'frame', 'sandwich', 'panel', 'plant']",company poland profitability program launch oborniki steel frame sandwich panel plant
"The company has established a 3G base station at about 17,000 feet at the foot of Mount Everest that will enable mountain climbers at the 29,035-foot summit to surf the Internet and even send videos of their exploits .",2,"the company has established a 3g base station at about 17,000 feet at the foot of mount everest that will enable mountain climbers at the 29,035-foot summit to surf the internet and even send videos of their exploits .","['company', 'establish', '3', 'g', 'base', 'station', '17,000', 'foot', 'foot', 'mount', 'everest', 'enable', 'mountain', 'climber', '29,035', 'foot', 'summit', 'surf', 'internet', 'send', 'video', 'exploit']","company establish 3 g base station 17,000 foot foot mount everest enable mountain climber 29,035 foot summit surf internet send video exploit"
The company is also featured in the Ethibel Pioneer Investment Register and included in Innovest 's Global 100 list of the world 's most sustainable corporations .,2,the company is also featured in the ethibel pioneer investment register and included in innovest 's global 100 list of the world 's most sustainable corporations .,"['company', 'feature', 'ethibel', 'pioneer', 'investment', 'register', 'include', 'innovest', 'global', '100', 'list', 'world', 'sustainable', 'corporation']",company feature ethibel pioneer investment register include innovest global 100 list world sustainable corporation
"The company 's goal is to achieve annual savings of EUR 2 million ( USD 2.7 m ) , of which two thirds are to be realized in 2010 .",2,"the company 's goal is to achieve annual savings of eur 2 million ( usd 2.7 m ) , of which two thirds are to be realized in 2010 .","['company', 'goal', 'achieve', 'annual', 'saving', 'eur', '2', 'million', 'usd', '2.7', 'm', 'realize', '2010']",company goal achieve annual saving eur 2 million usd 2.7 m realize 2010
The company said it observed a current stabilisation in prices and there is potential for higher prices for deliveries in the first quarter of 2011 .,2,the company said it observed a current stabilisation in prices and there is potential for higher prices for deliveries in the first quarter of 2011 .,"['company', 'observe', 'current', 'stabilisation', 'price', 'potential', 'high', 'price', 'delivery', 'quarter', '2011']",company observe current stabilisation price potential high price delivery quarter 2011
The company will also be compensated for acting as a reserve batch plant .,2,the company will also be compensated for acting as a reserve batch plant .,"['company', 'compensate', 'act', 'reserve', 'batch', 'plant']",company compensate act reserve batch plant
The Group also has a strong global position in other fishing categories .,2,the group also has a strong global position in other fishing categories .,"['group', 'strong', 'global', 'position', 'fishing', 'category']",group strong global position fishing category
The Group 's cash flow from operations will be positive .,2,the group 's cash flow from operations will be positive .,"['group', 'cash', 'flow', 'operation', 'positive']",group cash flow operation positive
The mill has long traditions and holds an established position in the markets .,2,the mill has long traditions and holds an established position in the markets .,"['mill', 'long', 'tradition', 'hold', 'establish', 'position', 'market']",mill long tradition hold establish position market
"The move is aimed at boosting sales , cost-efficiency and market share in Finland .",2,"the move is aimed at boosting sales , cost-efficiency and market share in finland .","['aim', 'boost', 'sale', 'cost', 'efficiency', 'market', 'share', 'finland']",aim boost sale cost efficiency market share finland
"The original name Componenta +àm+Ñl , as a subsidiary of the Finnish Componenta Group , has been changed to +àm+Ñl Components and the company has seen a 63 % growth in Q1 2010 , in comparison to Q1 2009 .",2,"the original name componenta +àm+ñl , as a subsidiary of the finnish componenta group , has been changed to +àm+ñl components and the company has seen a 63 % growth in q1 2010 , in comparison to q1 2009 .","['original', 'componenta', '+', 'àm+ñl', 'subsidiary', 'finnish', 'componenta', 'group', 'change', '+', 'àm+ñl', 'component', 'company', '63', 'growth', 'q1', '2010', 'comparison', 'q1', '2009']",original componenta + àm+ñl subsidiary finnish componenta group change + àm+ñl component company 63 growth q1 2010 comparison q1 2009
The parties have also agreed on options that allow UH to extensively implement later on also functionalities of human resources management .,2,the parties have also agreed on options that allow uh to extensively implement later on also functionalities of human resources management .,"['party', 'agree', 'option', 'allow', 'uh', 'extensively', 'implement', 'later', 'functionality', 'human', 'resource', 'management']",party agree option allow uh extensively implement later functionality human resource management
"The pilot project proved that RIFD technology is ideal for our purposes '' , comments Olli Saarinen , Material Handling Supervisor at Yara .",2,"the pilot project proved that rifd technology is ideal for our purposes '' , comments olli saarinen , material handling supervisor at yara .","['pilot', 'project', 'prove', 'rifd', 'technology', 'ideal', 'purpose', 'comment', 'olli', 'saarinen', 'material', 'handling', 'supervisor', 'yara']",pilot project prove rifd technology ideal purpose comment olli saarinen material handling supervisor yara
"The planned facility , estimated to cost around $ 814 million , would be the largest biodiesel plant in the world , and use palm oil certified by the Roundtable on Sustainable Palm Oil ( RSPO ) .",2,"the planned facility , estimated to cost around $ 814 million , would be the largest biodiesel plant in the world , and use palm oil certified by the roundtable on sustainable palm oil ( rspo ) .","['plan', 'facility', 'estimate', 'cost', '$', '814', 'million', 'large', 'biodiesel', 'plant', 'world', 'use', 'palm', 'oil', 'certify', 'roundtable', 'sustainable', 'palm', 'oil', 'rspo']",plan facility estimate cost $ 814 million large biodiesel plant world use palm oil certify roundtable sustainable palm oil rspo
This combined with foreign investments creates interesting opportunities for Solteq .,2,this combined with foreign investments creates interesting opportunities for solteq .,"['combine', 'foreign', 'investment', 'create', 'interesting', 'opportunity', 'solteq']",combine foreign investment create interesting opportunity solteq
This resulted in improved sales figures in Sweden .,2,this resulted in improved sales figures in sweden .,"['result', 'improved', 'sale', 'figure', 'sweden']",result improved sale figure sweden
"Under the agreement GeoSentric will provide GyPSii-powered hotel information and reservation services to visitors to China , including such popular cities as Beijing and Shanghai .",2,"under the agreement geosentric will provide gypsii-powered hotel information and reservation services to visitors to china , including such popular cities as beijing and shanghai .","['agreement', 'geosentric', 'provide', 'gypsii', 'powered', 'hotel', 'information', 'reservation', 'service', 'visitor', 'china', 'include', 'popular', 'city', 'beijing', 'shanghai']",agreement geosentric provide gypsii powered hotel information reservation service visitor china include popular city beijing shanghai
"Vaisala also said it expects net sales of EUR 253.2 million for 2010 , compared with EUR 252.2 million recorded in 2009 .",2,"vaisala also said it expects net sales of eur 253.2 million for 2010 , compared with eur 252.2 million recorded in 2009 .","['vaisala', 'expect', 'net', 'sale', 'eur', '253.2', 'million', '2010', 'compare', 'eur', '252.2', 'million', 'record', '2009']",vaisala expect net sale eur 253.2 million 2010 compare eur 252.2 million record 2009
Validating our fgVoIP client through Symbian Signed represents a significant step forward in accomplishing this goal .,2,validating our fgvoip client through symbian signed represents a significant step forward in accomplishing this goal .,"['validate', 'fgvoip', 'client', 'symbian', 'sign', 'represent', 'significant', 'step', 'forward', 'accomplish', 'goal']",validate fgvoip client symbian sign represent significant step forward accomplish goal
"Wartsila won the contract in October 2007 and the plant will be installed at Manturovo in the Kostroma region of Russia , about 600 km northeast of Moscow , Russia .",2,"wartsila won the contract in october 2007 and the plant will be installed at manturovo in the kostroma region of russia , about 600 km northeast of moscow , russia .","['wartsila', 'win', 'contract', 'october', '2007', 'plant', 'instal', 'manturovo', 'kostroma', 'region', 'russia', '600', 'km', 'northeast', 'moscow', 'russia']",wartsila win contract october 2007 plant instal manturovo kostroma region russia 600 km northeast moscow russia
"We are honored to be recognized by Gartner as a specialist in Business Process Modeling and Analysis , in the company of many of the largest software vendors in the world .",2,"we are honored to be recognized by gartner as a specialist in business process modeling and analysis , in the company of many of the largest software vendors in the world .","['honor', 'recognize', 'gartner', 'specialist', 'business', 'process', 'modeling', 'analysis', 'company', 'large', 'software', 'vendor', 'world']",honor recognize gartner specialist business process modeling analysis company large software vendor world
We are now in a position to pursue novel clinical candidates going forward . '',2,we are now in a position to pursue novel clinical candidates going forward . '',"['position', 'pursue', 'novel', 'clinical', 'candidate', 'forward']",position pursue novel clinical candidate forward
- UPM-Kymmene upgraded to ` in-line ' from ` underperform ' by Goldman Sachs .,2,- upm-kymmene upgraded to ` in-line ' from ` underperform ' by goldman sachs .,"['upm', 'kymmene', 'upgrade', '`', 'line', '`', 'underperform', 'goldman', 'sach']",upm kymmene upgrade ` line ` underperform goldman sach
`` Consumers have very well received our packed fresh meat .,2,`` consumers have very well received our packed fresh meat .,"['`', '`', 'consumer', 'receive', 'pack', 'fresh', 'meat']",` ` consumer receive pack fresh meat
`` Demand for sports equipment was good in 2005 .,2,`` demand for sports equipment was good in 2005 .,"['`', '`', 'demand', 'sport', 'equipment', 'good', '2005']",` ` demand sport equipment good 2005
"`` Last year , Finnair recorded a 32.6-percent growth on the Asian sector , carrying more than 1.10 million passengers between the two continents . ''",2,"`` last year , finnair recorded a 32.6-percent growth on the asian sector , carrying more than 1.10 million passengers between the two continents . ''","['`', '`', 'year', 'finnair', 'record', '32.6', 'percent', 'growth', 'asian', 'sector', 'carry', '1.10', 'million', 'passenger', 'continent']",` ` year finnair record 32.6 percent growth asian sector carry 1.10 million passenger continent
`` The additional flight linking Mumbai with Helsinki was dictated by the strong traffic demand between Asia and Europe .,2,`` the additional flight linking mumbai with helsinki was dictated by the strong traffic demand between asia and europe .,"['`', '`', 'additional', 'flight', 'link', 'mumbai', 'helsinki', 'dictate', 'strong', 'traffic', 'demand', 'asia', 'europe']",` ` additional flight link mumbai helsinki dictate strong traffic demand asia europe
`` The lowering of prices by us and by our competitors shows that the real estate market has stabilised and returned into balance and apartments are acquiring a fair price in the eyes of our clients .,2,`` the lowering of prices by us and by our competitors shows that the real estate market has stabilised and returned into balance and apartments are acquiring a fair price in the eyes of our clients .,"['`', '`', 'lowering', 'price', 'competitor', 'real', 'estate', 'market', 'stabilise', 'return', 'balance', 'apartment', 'acquire', 'fair', 'price', 'eye', 'client']",` ` lowering price competitor real estate market stabilise return balance apartment acquire fair price eye client
"`` The new structure provides better communication , faster decision-making and cost savings , '' Proha said .",2,"`` the new structure provides better communication , faster decision-making and cost savings , '' proha said .","['`', '`', 'new', 'structure', 'provide', 'communication', 'fast', 'decision', 'making', 'cost', 'saving', 'proha']",` ` new structure provide communication fast decision making cost saving proha
"`` This contract demonstrates our ability to apply our minerals and metals technologies in adjacent industries , such as oil shale processing .",2,"`` this contract demonstrates our ability to apply our minerals and metals technologies in adjacent industries , such as oil shale processing .","['`', '`', 'contract', 'demonstrate', 'ability', 'apply', 'mineral', 'metal', 'technology', 'adjacent', 'industry', 'oil', 'shale', 'processing']",` ` contract demonstrate ability apply mineral metal technology adjacent industry oil shale processing
"`` We have tailored our solutions to meet Solel 's technical requirements , and the result is both cost-effective manufacturing and highest-quality reflectors . ''",2,"`` we have tailored our solutions to meet solel 's technical requirements , and the result is both cost-effective manufacturing and highest-quality reflectors . ''","['`', '`', 'tailor', 'solution', 'meet', 'solel', 'technical', 'requirement', 'result', 'cost', 'effective', 'manufacturing', 'high', 'quality', 'reflector']",` ` tailor solution meet solel technical requirement result cost effective manufacturing high quality reflector
`` We 've been feeling quite positive about the region as a whole .,2,`` we 've been feeling quite positive about the region as a whole .,"['`', '`', 've', 'feel', 'positive', 'region']",` ` ve feel positive region
21 December 2010 - Finnish industrial machinery company Wartsila Oyj Abp HEL : WRT1V said yesterday it had won an order to design a liquefied natural gas LNG powered platform supply vessel PSV for Norwegian oil service provider Eidesvik Offshore ASA OSL : EIOF .,2,21 december 2010 - finnish industrial machinery company wartsila oyj abp hel  wrt1v said yesterday it had won an order to design a liquefied natural gas lng powered platform supply vessel psv for norwegian oil service provider eidesvik offshore asa osl  eiof .,"['21', 'december', '2010', 'finnish', 'industrial', 'machinery', 'company', 'wartsila', 'oyj', 'abp', 'hel', ' ', 'wrt1v', 'yesterday', 'win', 'order', 'design', 'liquefy', 'natural', 'gas', 'lng', 'power', 'platform', 'supply', 'vessel', 'psv', 'norwegian', 'oil', 'service', 'provider', 'eidesvik', 'offshore', 'asa', 'osl', ' ', 'eiof']",21 december 2010 finnish industrial machinery company wartsila oyj abp hel   wrt1v yesterday win order design liquefy natural gas lng power platform supply vessel psv norwegian oil service provider eidesvik offshore asa osl   eiof
Finlan 's listed food industry company HKScan Group controlled companies in the Baltics improved revenues by EUR 3.5 mn to EUR 160.4 mn in 2010 from EUR 156.9 mn in the year before .,2,finlan 's listed food industry company hkscan group controlled companies in the baltics improved revenues by eur 3.5 mn to eur 160.4 mn in 2010 from eur 156.9 mn in the year before .,"['finlan', 'list', 'food', 'industry', 'company', 'hkscan', 'group', 'control', 'company', 'baltic', 'improve', 'revenue', 'eur', '3.5', 'mn', 'eur', '160.4', 'mn', '2010', 'eur', '156.9', 'mn', 'year']",finlan list food industry company hkscan group control company baltic improve revenue eur 3.5 mn eur 160.4 mn 2010 eur 156.9 mn year
"Finnish airline Finnair has won a deal with the UK public sector to be the official airline for flights from London Heathrow to Osaka in Japan , as well as flights between Manchester in the UK and Helsinki in Finland .",2,"finnish airline finnair has won a deal with the uk public sector to be the official airline for flights from london heathrow to osaka in japan , as well as flights between manchester in the uk and helsinki in finland .","['finnish', 'airline', 'finnair', 'win', 'deal', 'uk', 'public', 'sector', 'official', 'airline', 'flight', 'london', 'heathrow', 'osaka', 'japan', 'flight', 'manchester', 'uk', 'helsinki', 'finland']",finnish airline finnair win deal uk public sector official airline flight london heathrow osaka japan flight manchester uk helsinki finland
Finnish Cargotec has been awarded a significant order for a total of 292 Hiab loader cranes by BAE Systems in the US .,2,finnish cargotec has been awarded a significant order for a total of 292 hiab loader cranes by bae systems in the us .,"['finnish', 'cargotec', 'award', 'significant', 'order', 'total', '292', 'hiab', 'loader', 'crane', 'bae', 'system']",finnish cargotec award significant order total 292 hiab loader crane bae system
Finnish Cargotec 's Kalmar has received a significant order from the US Department of Defense .,2,finnish cargotec 's kalmar has received a significant order from the us department of defense .,"['finnish', 'cargotec', 'kalmar', 'receive', 'significant', 'order', 'department', 'defense']",finnish cargotec kalmar receive significant order department defense
Finnish Outotec has been awarded a contract to supply a new zinc roaster with gas cleaning and sulphuric acid plant for the OZK Kardzhali zinc smelter in Bulgaria .,2,finnish outotec has been awarded a contract to supply a new zinc roaster with gas cleaning and sulphuric acid plant for the ozk kardzhali zinc smelter in bulgaria .,"['finnish', 'outotec', 'award', 'contract', 'supply', 'new', 'zinc', 'roaster', 'gas', 'cleaning', 'sulphuric', 'acid', 'plant', 'ozk', 'kardzhali', 'zinc', 'smelter', 'bulgaria']",finnish outotec award contract supply new zinc roaster gas cleaning sulphuric acid plant ozk kardzhali zinc smelter bulgaria
"Finnish P+Âyry has been awarded an engineering contract by CFR , the national railway company of Romania .",2,"finnish p+âyry has been awarded an engineering contract by cfr , the national railway company of romania .","['finnish', 'p+âyry', 'award', 'engineering', 'contract', 'cfr', 'national', 'railway', 'company', 'romania']",finnish p+âyry award engineering contract cfr national railway company romania
"According to a report by Neomarkka , Kuitu Finland 's customers are interested in buying the company 's products when it restarts production .",2,"according to a report by neomarkka , kuitu finland 's customers are interested in buying the company 's products when it restarts production .","['accord', 'report', 'neomarkka', 'kuitu', 'finland', 'customer', 'interested', 'buy', 'company', 'product', 'restart', 'production']",accord report neomarkka kuitu finland customer interested buy company product restart production
"As a result , the distribution companies will start to distribute , in addition to their current product offering , Shimano reels , rods and other Shimano fishing tackle products on an exclusive basis .",2,"as a result , the distribution companies will start to distribute , in addition to their current product offering , shimano reels , rods and other shimano fishing tackle products on an exclusive basis .","['result', 'distribution', 'company', 'start', 'distribute', 'addition', 'current', 'product', 'offering', 'shimano', 'reel', 'rod', 'shimano', 'fishing', 'tackle', 'product', 'exclusive', 'basis']",result distribution company start distribute addition current product offering shimano reel rod shimano fishing tackle product exclusive basis
Cargotec Germany GmbH has been awarded a contract by Stadtverwaltung Mainz for chassis bodies under Open procedure .,2,cargotec germany gmbh has been awarded a contract by stadtverwaltung mainz for chassis bodies under open procedure .,"['cargotec', 'germany', 'gmbh', 'award', 'contract', 'stadtverwaltung', 'mainz', 'chassis', 'body', 'open', 'procedure']",cargotec germany gmbh award contract stadtverwaltung mainz chassis body open procedure
