entities,label
construction work helsinki music centre start autumn total cost project estimate million euro,1
currently company use similar reach stacker container handler konecrane,1
come aspo chemical aspo shipping aspo system,1
contract include installation work new multistorey carpark close vehicle,1
tyrv ñinen opinion airline repeat time,1
lemminkainen group headquarter helsinki finland operate sector construction industry civil engineering building contract technical building service building material industry,1
medium term operative target company remain unchanged,1
print fabric related design expertise core marimekko business brand,1
company reiterate outlook,1
company expect meat purchase remain kilo,1
end march company loan eur,1
depend market situation project sell year completion,1
rihko start manage raisio benecol business summer head tobacco company altadis european operation,1
janis arbidans ceo yit celtnieciba company focus housing real estate development market,1
power generate annually loviisa cover finland electricity consumption,1
lie succeed walter nter base finland,1
image datum produce browser phone server convert bitmapped image send handset display,1
report capman plc ceo heikki westerlund,1
change announce today effective close trading friday june,1
finnish consultancy satama interactive oyj november jarmo lonnfor position ceo,1
ssh communications security corporation headquarter helsinki finland,1
unit price straddle carrier vary eur eur company add,1
basware headquarter espoo finland,1
net sale healthcare trade business eur million eur million operating profit eur million eur million,1
company annual turnover eur,1
mercator use software logistic retail wholesale operation slovenia market southeastern europe,1
transaction subject final agreement party approval decision body approval finnish competition authority,1
fancy dan fab glasgow gift interior store fancy dans,1
addition mid online enable internet browse,1
capman deal effect cash flow total eur transaction affect financial result execute fair value,1
mobile communication wireless broadband provider nokia inc nyse nok today set new financial target forecast nokia mobile device industry nokia siemens network mobile fix infrastructure related service market,1
maximum capital loan eur minimum subscription eur,1
ruukki delivery include steel structure include installation krakeroy bascule bridge steel pile bridge foundation,1
bedroom cool makeover summer,1
scanfil plc global contract manufacturer system supplier communication industrial electronic,1
new delhi july sahlberg teppo kallio timo mustonen tuoma real oyj espoo finland develop novel marking method produce,1
group balance sheet eur million goodwill company add,1
group reiterate forecast handset manufacturer sell mln unit year globally,1
letter economic affair minister list estonian shipping company tallink ask approval entitle cut port fee,1
wear black beanie type cap black jacket,1
simmon elect dcuc chairman portsmouth gordon simmons ceo service credit union elect chairman defense credit union council term,1
firm build component mobile phone communication product,1
catalyst segment include refinery catalyst polyolefin catalyst product category,1
group operate fleet dwt container capacity teus manage diversified fleet railway roll stock unit,1
jan ford struggle face slow truck suv sale surfeit date car,0
pharmaceuticals group orion corp report fall quarter earning hit large expenditure marketing,0
growth margin slow financial crisis,0
february finland base steel maker rautaruukki oyj hel rtrk ruukki today slip large expect pretax loss eur fourth quarter year early profit eur,0
adpnew feb finland base steel maker rautaruukki oyj hel rtrk ruukki today slip large expect pretax loss eur million usd fourth quarter,0
result taxis decrease nearly eur compare nearly eur previous accounting period,0
company slip operating loss eur million profit eur million,0
april finnish construction engineering company outotec oyj hel ote today slip net loss eur quarter net profit eur corresponding period year,0
cramo slip pretax loss eur million pretax profit eur million,0
finnish solution provider affecto oyj hel afe today slip net loss eur usd second quarter profit eur corresponding period year early,0
comptel slip net loss eur profit eur previous year,0
profit taxis eur eur,0
adpnews feb finnish real estate investor sponda oyj hel sda today slip net loss eur million usd profit eur million,0
adpnews jul finland base steel maker rautaruukki oyj ruukki hel rtrks today slip net loss eur million usd half net profit eur,0
profit taxis eur eur year ago,0
profit taxis decrease eur month compare eur year early,0
profit taxis decrease eur eur year,0
profit taxis eur eur,0
company profit taxis fall eur quarter compare eur corresponding period,0
august finnish measure equipment maker vaisala oyj hel vaias today net loss widen eur half eur corresponding period year early,0
finnish power supply solution system provider efore oyj net loss widen mln euro mln quarter fiscal end october euro mln period fiscal,0
adp news apr finnish business information system developer solteq oyj hel stq today net loss widen eur usd quarter eur peri,0
salonen add datum producer pulp inventory north america decline,0
elcoteq group recently announce month previous year bring major loss half billion kroon eur mln fifth quarter run,0
cash flow operation recent quarter reach year low,0
growth rate pay national debt extremely painful,0
net sale finnish sanoma learn literature finnish medium group sanoma decrease january june totalling eur eur corresponding period,0
morgan expect scala lower nobel biocare growth forecast current guidance pct operate margin target current pct,0
furthermore sale new passenger car light commercial vehicle country decline year year month,0
profitability ebit compare,0
sale mid strength beer decrease,0
share royal sun alliance continue slide month high month potential suitor rule takeover bid,0
manage director comment net sale quarter notably low year especially finland russia baltic country,0
adp news feb finnish retailer kesko oyj hel kesbv today total sale exclude value add tax vat stand eur million usd january year yea,0
quarter fiscal efore swing net loss eur versus net profit eur corresponding period fiscal,0
konecranes oyj kcr fall percent euro big fall june,0
operate loss total eur compare profit eur corresponding period,0
production level agree producer long time ago fall consumption lead loss,0
return investment roi compare half,0
total passenger ship journey place northern baltic sea slightly,0
finnish medium group talentum issue profit warning,0
finnish shipping company finnline pretax loss total eur quarter compare profit eur quarter,0
finland city forssa pay compensation food industry company ruokatalo atria lye leak tap water occur march,0
acando acanb fall percent kronor low close dec,0
accord ceo matti perkonoja parent company hkscan company performance quarter remain clearly level corresponding period,0
dilute earning share eps stand eur versus eur,0
finnish automation solution developer cencorp corporation omx helsinki cnc issue thursday september profit warning quarter,0
finnish communication electronic component supplier scanfil oyj tuesday sale half low period year ago,0
finnish technology company raute corporation omx helsinki rutav issue tuesday september profit warning financial year,0
company operating loss total eur compare profit eur,0
year million passenger fly airline percent,0
loss financial item total eur compare profit eur corresponding period,0
loss period total eur compare profit eur,0
operate loss eur half compare profit eur half,0
operate loss pulp paper machinery unit eur september august compare profit eur year early,0
operate loss total eur compare profit eur corresponding period,0
operate loss total eur compare profit eur,0
operate loss total eur compare profit eur half,0
operate loss total eur compare profit eur second quarter,0
operate loss total eur compare loss eur corresponding period,0
pretax loss total eur compare loss eur corresponding period,0
pretax loss total eur compare profit eur,0
pretax loss total eur compare loss eur corresponding period,0
publish sweden operating loss eur compare profit eur year ago,0
company report today operating loss eur net sale eur quarter,0
cerberus capital management print paper maker newpage corp post mixed second quarter result cast cloud plan initial public offering,0
finnish electronic manufacturing services ems company elcoteq post net loss mln euro mln half compare net profit mln euro mln period,0
finnish laboratory liquid handling diagnostic test systems developer biohit oyj omx helsinki biobv issue tuesday june profit warning financial year,0
finnish retail software developer aldata solution oyj report net loss mln euro mln versus net profit mln euro mln,0
finnish textile clothing group marimekko oyj post net profit mln euro mln compare mln euro mln,0
january june dilute loss share stand eur versus eur half,0
october upm report quarter net loss euro million million compare net profit euro million,0
operate loss eur compare profit eur second quarter,0
operate loss non recur item eur compare profit eur,0
operate profit margin compare year early,0
operating profit eur compare eur,0
operating result loss eur year profit eur,0
salcomp oyj finnish maker mobile phone charger monday post eur million loss second quarter compare million profit period previous year,0
scanfil issue profit warning,0
scanfil issue profit warning april,0
operating loss eur compare profit eur year early,0
real estate company post net loss million share compare net profit million share corresponding quarter,0
tietoenator pct extend recent low week second quarter report dealer,0
uncertainty cloud long term outlook,0
october finnish environmental management company lassila tikanoja oyj hel lat monday expect operating profit exclude non recur item slightly low,0
accord finnish petrol station chain manage director kim wiio company force purchase rise price half consumer price daily competition,0
finnair cancellation flight cause daily loss million million,0
food sale total eur october represent decrease october,0
raute report loss share eur half eps eur corresponding period,0
trigger weak demand forestry equipment uncertain market situation,0
situation coated magazine printing paper continue weak,0
copper lead nickel drop hbos hbo plummet penny year,0
strike finnair estimate incur net loss eur eur day,0
earning share eps drop eur eur,0
finnair passenger load factor measure number sell seat share available seat drop percentage point september,0
frost sell share million share compare friday high low,0
glaston net profit quarter drop mln euro mln mln euro mln corresponding period,0
net profit drop eur million eur million,0
lassila tikanoja operating profit exclude non recur impute item second quarter eur eur year ago,0
net cash flow operating activity negative eur compare eur corresponding period,0
net cash operating activity negative eur compare eur,0
net sale drop year year eur million,0
net sale eat weak dollar,0
nordic bank write sizable loan latvia swedbank nordea dnb seb report combined loss excess billion period backdrop near economic meltdown latvia,0
okmetic expect net sale half,0
operate profit exclude non recur item total eur eur corresponding period,0
operate profit exclude non recur item total eur eur,0
operate profit exclude non recur item total eur eur corresponding period,0
operate profit exclude non recur item eur eur year year,0
operate profit exclude non recur item eur million compare eur million,0
relation city far damage comment ashley criticise city investor analyst cry baby,0
report operating margin negative,0
swedbank share hard hit swedish bank ongoing international financial crisis,0
currency effect pct mln euro mln negative impact revenue,0
period sale drop eur million eur million accord interim report release today,0
company result remain weak,0
vaisala net profit quarter drop mln euro mln mln euro mln period,0
implementation program negative impact earning meiklejohn,0
survey conduct taloustutkimus sampo life company badly prepared lose key staff member,0
agricultural newspaper maaseudun tulevaisuus reader represent decrease,0
cet arcelormittal lose eur euronext paris come lead blue chip faller,0
cash flow operation january december negative eur compare eur corresponding period,0
eps drop eur eur,0
kone share drop percent helsinki,0
commission early fine thyssenkrupp united technologies corp otis schindler kone oyj total mln eur alleged cartel activity lift market year,0
period sale drop eur eur accord interim report release today,0
yit lodge counter claim neste oil total eur primarily base work carry contract additional cost incur prolongation project,0
tallink silja attribute significant drop problem booking system operation october sale trailer ferry sky wind route stockholm riga win passenger helsinki stockholm route,0
adjustment fall price level contrast effective,0
march goldman sach estimate negative prospect norwegian mobile operation norway telenor asa osl tel sweden teliasonera sto tlsn short term,0
base quarter result existing order backlog new order prospect company expect year sale contract gross margin stay healthy level operating profit margin low low sale volume,0
finnair believe strike cause daily net loss excess eur cancel reservation passenger route,0
helsinki thomson financial share close little change cargotec huhtamaki drop sharply disappointing second quarter report,0
airline estimate cancellation flight closure european airspace process recommence traffic cause company loss eur include cost strand passenger accommodation,0
ruukki group calculate lose eur fail project,0
samsung currently occupy place lose ground quarter drop share overall,0
baltimore police fire pension billion lose million madoff ponzi scheme,0
small firm suffer moment likely money trouble add,0
dealer share largely hit investor disappointment refining margin usd barrel quarter performance shipping unit ebit drop mln eur mln eur year amid fall volume tanker rate,0
matter difficult company grapple high oil gas price push cost energy raw material transportation,0
result burden increase fix cost associate operation china restructure cost japan,0
early today geberit finnish rival uponor oyj cut year sale growth forecast pct pct blame tough condition germany currency factor,0
operate loss total eur profit eur,0
group operating loss eur profit eur,0
finnish national carrier net loss april june euro million net profit euro million year early,0
generate operating loss eur profit eur,0
net sale period expect fall year result non recur item expect red,0
finland bank àland report operating profit fall eur second quarter eur second quarter,0
budapest august mti finnish electronics maker elcoteq lay worker plant pecs hungary end september fall order communication director elcoteq local unit zoltan krippl tell mti monday,0
earning share decrease eur eur,0
finnair tallinn base subsidiary aero carry passenger decline route helsinki baltic capital southern finland,0
adpnews aug finnish medium group ilkka yhtyma oyj hel ilk today net profit fall year eur million usd half,0
operate profit low outlook publish early,0
operate profit continue operation fall eur eur half,0
revenue quarter total billion percent billion fourth quarter,0
sampo bank market share lending quarter,0
sanoma news advertising sale decrease year,0
finnish bank àland report operating profit fall eur quarter eur quarter,0
finnish bank àland report operate profit eur quarter eur corresponding period,0
finnish electronics contract manufacturer scanfil report net sale eur eur,0
finnish electronics contract manufacturer scanfil report net sale eur second quarter eur year early,0
finnish exel composite technology company design manufacture market composite profile tube industrial application report net sale decrease second quarter eur eur corresponding period,0
finnish geosentric net sale decrease eur january march,0
finnish kemira net sale eur decrease eur january june eur january june,0
finnish plumbing heating system supplier uponor net sale continue operation decrease eur eur,0
finnish plumbing heating system supplier uponor net sale continue business operation decrease eur july september compare eur quarter,0
finnish scanfil contract manufacturer system supplier communication industrial electronic report net sale eur half eur year early,0
finnish scanfil system supplier contract manufacturer communication sector electronic industry report net sale total eur half eur half,0
finnish shipping company finnline grimaldi group report net sale decrease eur january june eur corresponding period,0
cargo traffic fall year year tonne september,0
cash flow investment eur eur,0
coca cola market leader manufacturer market share corresponding period,0
comparable operating profit decrease eur eur corresponding period,0
consolidated operating profit continue operation decrease eur eur,0
consolidated pretax profit decrease eur eur,0
device volume area decrease unit,0
dilute earning share eps decline eur eur,0
eur august finnish medium group ilkka yhtyma oyj hel ilk today net profit fall year eur half,0
earning share eps eur eur,0
earning share decrease eur eur,0
earning share half eur eur year ago,0
finnair total traffic decrease term revenue passenger kilometre,0
finnish business software group affectogenimap oyj net profit halve mln euro mln month mln euro mln period,0
finnish financial software solution developer basware oyj net profit fall euro mln quarter mln euro mln year early,0
finnish glass technology company glaston oyj abp net profit decrease mln euro mln month mln euro mln period,0
finnish management software solution provider ixono oyj net profit decrease euro quarter euro mln period,0
finnish medium company talentum oyj net profit decrease mln euro mln quarter mln euro mln period,0
finnish metal product company componenta oyj net profit slightly mln euro mln half mln euro mln period,0
separate announcement helsinki stock exchange atria reveal company quarter profit decline eur quarter year eur year,0
fourth quarter net sale decrease eur eur fourth quarter,0
insurer axa par slide eur citigroup ing slash target stock,0
adp news feb finnish wood product technology supplier raute oyj hel rutav today net profit decrease eur million usd eur million,0
adp news feb finnish construction company lemminkainen oyj hel lem today net profit decrease eur million usd eur million,0
adp news feb finnish broadband datum communication system solution company teleste oyj hel tlt today net profit decrease eur million usd eur million,0
adp news jan finnish mobile phone maker nokia oyj omx nok today operating profit decrease eur billion usd eur billion,0
adpnews finnish cutlery hand tool maker fiskar oyj abp hel fisas today net profit decline eur million usd quarter eur million correspond,0
market share decrease route helsinki finland tallinn estonia percentage point,0
net profit fall half million million end,0
net profit month march fall million million million year early finnish company,0
net sale decrease eur eur corresponding period,0
net sale decrease eur eur corresponding period,0
net sale fall quarter eur,0
net sale fall previous accounting period,0
net sale kyro main business area glaston technology manufacturer glass processing machine decrease eur eur january september,0
operating profit fall eur second quarter eur second quarter,0
operating profit fall eur eur,0
operating profit fall eur eur,0
operating profit fall eur eur,0
operating profit fall eur eur quarter,0
orion net profit quarter decrease mln euro mln mln euro mln year early,0
pretax profit decrease eur eur,0
pretax profit decrease eur eur fourth quarter,0
pretax profit total eur eur,0
price delivery volume broadband product decrease significantly,0
profit period total eur eur corresponding period,0
profit period total eur eur quarter,0
revenue quarter fall percent euro billion compare year early,0
srv lower net sale estimate uncertainty housing sale,0
stora enso oyj second quarter result fall half compare period,0
subscription sale decrease slightly,0
company confirm estimate low revenue year ago eur interim report august,0
department store division sale fall eur,0
fair value company investment property eur billion end eur billion year early,0
fair value company investment property eur end september eur year early,0
group order portfolio decrease eur eur,0
net sale decrease eur million eur million,0
sale tiimari segment fall year year eur june,0
finnish electronics contract manufacturer scanfil net sale eur quarter eur year,0
alma medium operating profit eur eur year early,0
commission income decrease eur compare eur quarter,0
commission income fall eur eur corresponding period,0
export decline percent million liter,0
export good fall import,0
finnish developer manufacturer mobile phone charger salcomp plc omx helsinki sal wednesday november lower year net sale estimate,0
finnish investment group norvestia oyj net profit fall mln euro mln mln euro mln,0
group ebit half eur fall short eur post period,0
company net profit quarter eur million eur million corresponding period,0
company net profit quarter eur eur corresponding period,0
net sale decline eur million eur billion,0
food trade sale eur decline,0
january november group sale total eur drop period,0
july september konecrane sale decrease eur eur july september,0
sale volume coca cola market share decrease,0
september market decline percent year year million liter,0
baltic country sale fall russia term euro term local currency,0
baltic country sale fall,0
nokia share hit euro friday percent start year slow introduction touch screen model,0
operating profit decrease eur eur,0
operating profit decrease nearly eur,0
operating profit fall eur eur second quarter,0
operate profit fourth quarter fall eur eur year early,0
operate profit total eur eur corresponding period,0
operate profit total eur eur corresponding period,0
operate profit total eur eur,0
operate profit total eur eur quarter,0
operate profit total eur eur year early,0
operate profit total eur eur half,0
operate profit total eur eur year,0
operating profit eur eur,0
profit period eur eur,0
revenue slightly million million compare million year early,0
sale seppala diminish cent,0
talentum net sale september small expect,0
company profit total year year,0
company sale month end march slide eur eur year,0
operate margin come,0
operate margin aker yard cruise ferries division quarter,0
total capital fund manage bank decrease eur end september,0
upm stock fall percent euro early afternoon trading helsinki,0
yit baltic sale quarter total million euro represent drop percent year year,0
demand fireplace product low expect especially germany,0
order receive period review fall quarter quarter eur million record second quarter,0
announcement push freenet share eur frankfurt trade eur investor hope united internet drillisch pursue takeover breakup freenet,0
accord company addition normal seasonal fluctuation market situation weaken autumn,0
change market situation tough price competition substantially reduce demand bread packaging manufacture kauhava plant accord company,0
building home improvement trade sale decrease total eur,0
building home improvement trade net sale total eur eur year early,0
building home improvement trade sale decrease eur,0
finnish suominen corporation wipe nonwoven flexible packaging expect change market situation reduce sale suominen nonwoven wet wipe previously estimate volume,0
net sale fiscal year low operating profit estimate negative,0
sale unit slump year industry hit poor snowfall major resort winter,0
steelmaker drop profit explain continue economic uncertainty mix current drought bank lending result decline demand product customer find increasingly difficult fund operation,0
upm kymmene corp world large maker magazine paper tuesday report percent profit drop low paper price high cost strong euro hurt revenue,0
finnish meat company atria long promise sufficient domestic beef customer,0
capital expenditure energy efficiency unfortunately fall decline economy,0
rapid decrease net sale personnel reduction carry wide scale initially expect,0
finnish waste management cleaning group lassila tikanoja oyj net profit mln euro mln mln euro mln,0
qualcomm estimate quarter profit cent share exclude certain item analyst estimate cent share,0
operate margin slip drag poor performance enterprise solution,0
external net sale printing business fall partly termination printing contract ilkka yhtyma print house print sector player hss media december fall print price,0
seven month sale ragutis control finnish brewery olvi decline percent million liter company hold percent market,0
omx helsinki index pct turnover mln eur,0
repeat operate profit report helsinki newsroom keyword tecnoman result,0
comparable operating profit total eur eur corresponding period represent net sale,0
finland hobby hall sale decrease international sale fall,0
baltic state company report net sale eur eur operative ebit eur eur,0
operate profit half glisten invest brand management team,0
sale finland decrease international sale decrease term euro term local currency,0
operate result month period decrease profit eur turnover decrease eur compare,0
helsinki thomson financial share cargotec fall sharply early afternoon trade cargo handle group post surprise drop april june profit overshadow large number new order receive month,0
london marketwatch share price end lower london monday rebound bank stock fail offset broad weakness ftse,0
operating profit fall eur eur include vessel sale gain eur,0
sale finland decrease january sale outside finland drop,0
